7862330
1000, 1000
(792.4, -0.6), (2820.6, -0.6)
(2820.6, 50.6), (1867.6, 50.6)
(792.4, 50.4), (549.4, 50.4)
(2820.6, -0.6), (2820.6, 50.6)
(792.4, -0.6), (792.4, 50.4)
(4453.4, 150.2), (8903.6, 150.2)
(4453.4, 100.6), (1630.6, 100.6)
(1867.6, 50.6), (1867.6, 100.4)
(549.4, 50.4), (549.4, 100.4)
(-0.6, 100.4), (549.4, 100.4)
(8903.6, 100.4), (1867.6, 100.4)
(8903.6, 100.4), (8903.6, 150.2)
(4453.4, 100.6), (4453.4, 150.2)
(6722.6, 150.4), (1630.6, 150.4)
(4567.4, 150.6), (-0.6, 150.6)
(1630.6, 100.6), (1630.6, 150.4)
(-0.6, 100.4), (-0.6, 150.6)
(9679.6, 200.4), (6722.6, 200.4)
(1932.4, 200.4), (4567.4, 200.4)
(6722.6, 150.4), (6722.6, 200.4)
(4567.4, 150.6), (4567.4, 200.4)
(8568.4, 300.2), (9925.6, 300.2)
(8568.4, 250.6), (404.6, 250.6)
(9679.6, 200.4), (9679.6, 250.4)
(1932.4, 200.4), (1932.4, 250.4)
(-0.6, 250.4), (1932.4, 250.4)
(9925.6, 250.4), (9679.6, 250.4)
(9925.6, 250.4), (9925.6, 300.2)
(8568.4, 250.6), (8568.4, 300.2)
(4756.6, 300.4), (404.6, 300.4)
(3884.4, 300.6), (-0.6, 300.6)
(404.6, 250.6), (404.6, 300.4)
(-0.6, 250.4), (-0.6, 300.6)
(6418.4, 400.2), (8122.6, 400.2)
(6418.4, 350.6), (3940.6, 350.6)
(4756.6, 300.4), (4756.6, 350.4)
(3884.4, 300.6), (3884.4, 350.4)
(1611.4, 350.4), (3884.4, 350.4)
(8122.6, 350.4), (4756.6, 350.4)
(8122.6, 350.4), (8122.6, 400.2)
(6418.4, 350.6), (6418.4, 400.2)
(1358.4, 450.2), (1953.6, 450.2)
(4124.4, 400.6), (1953.6, 400.6)
(3940.6, 350.6), (3940.6, 400.4)
(1611.4, 350.4), (1611.4, 400.4)
(1358.4, 400.4), (1611.4, 400.4)
(6359.6, 400.4), (3940.6, 400.4)
(1953.6, 400.6), (1953.6, 450.2)
(1358.4, 400.4), (1358.4, 450.2)
(-0.6, 500.2), (629.6, 500.2)
(5046.4, 450.6), (629.6, 450.6)
(6359.6, 400.4), (6359.6, 450.6)
(4124.4, 400.6), (4124.4, 450.4)
(-0.6, 450.4), (4124.4, 450.4)
(6359.6, 450.6), (6193.6, 450.6)
(629.6, 450.6), (629.6, 500.2)
(-0.6, 450.4), (-0.6, 500.2)
(6193.6, 500.6), (2112.6, 500.6)
(5046.4, 500.4), (970.4, 500.4)
(6193.6, 450.6), (6193.6, 500.6)
(5046.4, 450.6), (5046.4, 500.4)
(1311.4, 600.2), (1812.6, 600.2)
(3111.4, 550.6), (1812.6, 550.6)
(2112.6, 500.6), (2112.6, 550.4)
(970.4, 500.4), (970.4, 550.6)
(1311.4, 550.6), (970.4, 550.6)
(6159.6, 550.4), (2112.6, 550.4)
(1812.6, 550.6), (1812.6, 600.2)
(1311.4, 550.6), (1311.4, 600.2)
(6159.6, 600.6), (4133.6, 600.6)
(3111.4, 600.4), (-0.6, 600.4)
(6159.6, 550.4), (6159.6, 600.6)
(3111.4, 550.6), (3111.4, 600.4)
(9809.6, 650.4), (4133.6, 650.4)
(7796.4, 650.6), (-0.6, 650.6)
(4133.6, 600.6), (4133.6, 650.4)
(-0.6, 600.4), (-0.6, 650.6)
(9809.6, 700.6), (3812.6, 700.6)
(7796.4, 700.4), (158.4, 700.4)
(9809.6, 650.4), (9809.6, 700.6)
(7796.4, 650.6), (7796.4, 700.4)
(9816.6, 750.4), (3812.6, 750.4)
(3879.4, 750.6), (158.4, 750.6)
(3812.6, 700.6), (3812.6, 750.4)
(158.4, 700.4), (158.4, 750.6)
(9816.6, 800.6), (5902.6, 800.6)
(3879.4, 800.6), (4989.4, 800.6)
(9816.6, 750.4), (9816.6, 800.6)
(3879.4, 750.6), (3879.4, 800.6)
(3921.4, 900.2), (4928.6, 900.2)
(7446.4, 850.6), (4928.6, 850.6)
(5902.6, 800.6), (5902.6, 850.4)
(4989.4, 800.6), (4989.4, 850.4)
(3921.4, 850.4), (4989.4, 850.4)
(9293.6, 850.4), (5902.6, 850.4)
(4928.6, 850.6), (4928.6, 900.2)
(3921.4, 850.4), (3921.4, 900.2)
(9293.6, 900.6), (3998.6, 900.6)
(7446.4, 900.4), (2608.4, 900.4)
(9293.6, 850.4), (9293.6, 900.6)
(7446.4, 850.6), (7446.4, 900.4)
(9261.4, 1000.2), (9449.6, 1000.2)
(9261.4, 950.6), (6861.6, 950.6)
(3998.6, 900.6), (3998.6, 950.4)
(2608.4, 900.4), (2608.4, 950.4)
(758.4, 950.4), (2608.4, 950.4)
(9449.6, 950.4), (3998.6, 950.4)
(9449.6, 950.4), (9449.6, 1000.2)
(9261.4, 950.6), (9261.4, 1000.2)
(6861.6, 1000.6), (6708.6, 1000.6)
(758.4, 1000.4), (32.4, 1000.4)
(6861.6, 950.6), (6861.6, 1000.6)
(758.4, 950.4), (758.4, 1000.4)
(6708.6, 1050.6), (3118.6, 1050.6)
(32.4, 1050.6), (1486.4, 1050.6)
(6708.6, 1000.6), (6708.6, 1050.6)
(32.4, 1000.4), (32.4, 1050.6)
(6095.4, 1150.2), (6960.6, 1150.2)
(6095.4, 1100.6), (3792.6, 1100.6)
(3118.6, 1050.6), (3118.6, 1100.4)
(1486.4, 1050.6), (1486.4, 1100.4)
(653.4, 1100.4), (1486.4, 1100.4)
(6960.6, 1100.4), (3118.6, 1100.4)
(6960.6, 1100.4), (6960.6, 1150.2)
(6095.4, 1100.6), (6095.4, 1150.2)
(4467.6, 1150.4), (3792.6, 1150.4)
(3552.4, 1150.6), (653.4, 1150.6)
(3792.6, 1100.6), (3792.6, 1150.4)
(653.4, 1100.4), (653.4, 1150.6)
(4426.4, 1250.2), (5913.6, 1250.2)
(4426.4, 1200.6), (2476.6, 1200.6)
(4467.6, 1150.4), (4467.6, 1200.4)
(3552.4, 1150.6), (3552.4, 1200.4)
(1470.4, 1200.4), (3552.4, 1200.4)
(5913.6, 1200.4), (4467.6, 1200.4)
(5913.6, 1200.4), (5913.6, 1250.2)
(4426.4, 1200.6), (4426.4, 1250.2)
(7101.6, 1250.4), (2476.6, 1250.4)
(748.4, 1250.4), (1470.4, 1250.4)
(2476.6, 1200.6), (2476.6, 1250.4)
(1470.4, 1200.4), (1470.4, 1250.4)
(9537.6, 1300.4), (7101.6, 1300.4)
(2592.4, 1300.6), (748.4, 1300.6)
(7101.6, 1250.4), (7101.6, 1300.4)
(748.4, 1250.4), (748.4, 1300.6)
(9537.6, 1350.6), (8693.6, 1350.6)
(2592.4, 1350.6), (8353.4, 1350.6)
(9537.6, 1300.4), (9537.6, 1350.6)
(2592.4, 1300.6), (2592.4, 1350.6)
(79.4, 1450.2), (782.6, 1450.2)
(2698.4, 1400.6), (782.6, 1400.6)
(8693.6, 1350.6), (8693.6, 1400.4)
(8353.4, 1350.6), (8353.4, 1400.4)
(79.4, 1400.4), (8353.4, 1400.4)
(9319.6, 1400.4), (8693.6, 1400.4)
(782.6, 1400.6), (782.6, 1450.2)
(79.4, 1400.4), (79.4, 1450.2)
(9319.6, 1450.6), (8689.6, 1450.6)
(2698.4, 1450.6), (7354.4, 1450.6)
(9319.6, 1400.4), (9319.6, 1450.6)
(2698.4, 1400.6), (2698.4, 1450.6)
(8689.6, 1500.6), (5205.6, 1500.6)
(7354.4, 1500.4), (4010.4, 1500.4)
(8689.6, 1450.6), (8689.6, 1500.6)
(7354.4, 1450.6), (7354.4, 1500.4)
(4897.4, 1600.2), (6477.6, 1600.2)
(7058.4, 1550.6), (6477.6, 1550.6)
(5205.6, 1500.6), (5205.6, 1550.4)
(4010.4, 1500.4), (4010.4, 1550.6)
(4897.4, 1550.6), (4010.4, 1550.6)
(8182.6, 1550.4), (5205.6, 1550.4)
(6477.6, 1550.6), (6477.6, 1600.2)
(4897.4, 1550.6), (4897.4, 1600.2)
(8182.6, 1600.6), (8039.6, 1600.6)
(7058.4, 1600.4), (6355.4, 1600.4)
(8182.6, 1550.4), (8182.6, 1600.6)
(7058.4, 1550.6), (7058.4, 1600.4)
(8039.6, 1650.6), (3450.6, 1650.6)
(6355.4, 1650.4), (275.4, 1650.4)
(8039.6, 1600.6), (8039.6, 1650.6)
(6355.4, 1600.4), (6355.4, 1650.4)
(7721.6, 1700.4), (3450.6, 1700.4)
(4997.4, 1700.6), (275.4, 1700.6)
(3450.6, 1650.6), (3450.6, 1700.4)
(275.4, 1650.4), (275.4, 1700.6)
(8093.4, 1800.2), (9136.6, 1800.2)
(8093.4, 1750.6), (3939.6, 1750.6)
(7721.6, 1700.4), (7721.6, 1750.4)
(4997.4, 1700.6), (4997.4, 1750.4)
(3267.4, 1750.4), (4997.4, 1750.4)
(9136.6, 1750.4), (7721.6, 1750.4)
(9136.6, 1750.4), (9136.6, 1800.2)
(8093.4, 1750.6), (8093.4, 1800.2)
(3737.4, 1850.2), (3884.6, 1850.2)
(7302.4, 1800.6), (3884.6, 1800.6)
(3939.6, 1750.6), (3939.6, 1800.4)
(3267.4, 1750.4), (3267.4, 1800.6)
(3737.4, 1800.6), (3267.4, 1800.6)
(7922.6, 1800.4), (3939.6, 1800.4)
(3884.6, 1800.6), (3884.6, 1850.2)
(3737.4, 1800.6), (3737.4, 1850.2)
(7922.6, 1850.6), (4490.6, 1850.6)
(7302.4, 1850.4), (1505.4, 1850.4)
(7922.6, 1800.4), (7922.6, 1850.6)
(7302.4, 1800.6), (7302.4, 1850.4)
(4490.6, 1900.6), (2206.6, 1900.6)
(1505.4, 1900.4), (-0.6, 1900.4)
(4490.6, 1850.6), (4490.6, 1900.6)
(1505.4, 1850.4), (1505.4, 1900.4)
(7372.6, 1950.4), (2206.6, 1950.4)
(262.4, 1950.6), (-0.6, 1950.6)
(2206.6, 1900.6), (2206.6, 1950.4)
(-0.6, 1900.4), (-0.6, 1950.6)
(4245.4, 2050.2), (4939.6, 2050.2)
(4245.4, 2000.6), (2843.6, 2000.6)
(7372.6, 1950.4), (7372.6, 2000.6)
(262.4, 1950.6), (262.4, 2000.6)
(1625.4, 2000.6), (262.4, 2000.6)
(7372.6, 2000.6), (4939.6, 2000.6)
(4939.6, 2000.6), (4939.6, 2050.2)
(4245.4, 2000.6), (4245.4, 2050.2)
(4858.6, 2050.4), (2843.6, 2050.4)
(1736.4, 2050.6), (1625.4, 2050.6)
(2843.6, 2000.6), (2843.6, 2050.4)
(1625.4, 2000.6), (1625.4, 2050.6)
(4858.6, 2100.6), (627.6, 2100.6)
(1736.4, 2100.4), (521.4, 2100.4)
(4858.6, 2050.4), (4858.6, 2100.6)
(1736.4, 2050.6), (1736.4, 2100.4)
(7497.6, 2150.4), (627.6, 2150.4)
(4679.4, 2150.6), (521.4, 2150.6)
(627.6, 2100.6), (627.6, 2150.4)
(521.4, 2100.4), (521.4, 2150.6)
(321.4, 2250.2), (773.6, 2250.2)
(6595.4, 2200.6), (773.6, 2200.6)
(7497.6, 2150.4), (7497.6, 2200.4)
(4679.4, 2150.6), (4679.4, 2200.4)
(321.4, 2200.4), (4679.4, 2200.4)
(9538.6, 2200.4), (7497.6, 2200.4)
(773.6, 2200.6), (773.6, 2250.2)
(321.4, 2200.4), (321.4, 2250.2)
(4271.4, 2300.2), (6107.6, 2300.2)
(4271.4, 2250.6), (3199.6, 2250.6)
(9538.6, 2200.4), (9538.6, 2250.6)
(6595.4, 2200.6), (6595.4, 2250.4)
(1962.4, 2250.4), (6595.4, 2250.4)
(9538.6, 2250.6), (6107.6, 2250.6)
(6107.6, 2250.6), (6107.6, 2300.2)
(4271.4, 2250.6), (4271.4, 2300.2)
(8363.4, 2350.2), (9502.6, 2350.2)
(8363.4, 2300.6), (6570.6, 2300.6)
(3199.6, 2250.6), (3199.6, 2300.4)
(1962.4, 2250.4), (1962.4, 2300.4)
(711.4, 2300.4), (1962.4, 2300.4)
(9502.6, 2300.4), (3199.6, 2300.4)
(9502.6, 2300.4), (9502.6, 2350.2)
(8363.4, 2300.6), (8363.4, 2350.2)
(6570.6, 2350.6), (3928.6, 2350.6)
(711.4, 2350.6), (2277.4, 2350.6)
(6570.6, 2300.6), (6570.6, 2350.6)
(711.4, 2300.4), (711.4, 2350.6)
(3928.6, 2400.6), (3127.6, 2400.6)
(2277.4, 2400.4), (820.4, 2400.4)
(3928.6, 2350.6), (3928.6, 2400.6)
(2277.4, 2350.6), (2277.4, 2400.4)
(5948.6, 2450.4), (3127.6, 2450.4)
(2263.4, 2450.6), (820.4, 2450.6)
(3127.6, 2400.6), (3127.6, 2450.4)
(820.4, 2400.4), (820.4, 2450.6)
(-0.6, 2550.2), (3593.6, 2550.2)
(6183.4, 2500.6), (3593.6, 2500.6)
(5948.6, 2450.4), (5948.6, 2500.4)
(2263.4, 2450.6), (2263.4, 2500.4)
(-0.6, 2500.4), (2263.4, 2500.4)
(8652.6, 2500.4), (5948.6, 2500.4)
(3593.6, 2500.6), (3593.6, 2550.2)
(-0.6, 2500.4), (-0.6, 2550.2)
(8603.4, 2600.2), (9575.6, 2600.2)
(8603.4, 2550.6), (4907.6, 2550.6)
(8652.6, 2500.4), (8652.6, 2550.4)
(6183.4, 2500.6), (6183.4, 2550.4)
(1995.4, 2550.4), (6183.4, 2550.4)
(9575.6, 2550.4), (8652.6, 2550.4)
(9575.6, 2550.4), (9575.6, 2600.2)
(8603.4, 2550.6), (8603.4, 2600.2)
(5295.6, 2600.4), (4907.6, 2600.4)
(4488.4, 2600.6), (1995.4, 2600.6)
(4907.6, 2550.6), (4907.6, 2600.4)
(1995.4, 2550.4), (1995.4, 2600.6)
(6357.6, 2650.4), (5295.6, 2650.4)
(2554.4, 2650.4), (4488.4, 2650.4)
(5295.6, 2600.4), (5295.6, 2650.4)
(4488.4, 2600.6), (4488.4, 2650.4)
(9913.6, 2700.4), (6357.6, 2700.4)
(7859.4, 2700.6), (2554.4, 2700.6)
(6357.6, 2650.4), (6357.6, 2700.4)
(2554.4, 2650.4), (2554.4, 2700.6)
(9913.6, 2750.6), (5089.6, 2750.6)
(7859.4, 2750.4), (3396.4, 2750.4)
(9913.6, 2700.4), (9913.6, 2750.6)
(7859.4, 2700.6), (7859.4, 2750.4)
(5281.6, 2800.4), (5089.6, 2800.4)
(821.4, 2800.4), (3396.4, 2800.4)
(5089.6, 2750.6), (5089.6, 2800.4)
(3396.4, 2750.4), (3396.4, 2800.4)
