8347390
1000, 1000
(50.2, 7765.4), (50.2, 8802.6)
(-0.6, 253.4), (-0.6, 8802.6)
(-0.4, 7765.4), (-0.4, 6481.6)
(50.2, 8802.6), (-0.6, 8802.6)
(50.2, 7765.4), (-0.4, 7765.4)
(100.2, 559.4), (100.2, 4354.6)
(50.6, 6016.4), (50.6, 4354.6)
(-0.4, 6481.6), (50.4, 6481.6)
(-0.6, 253.4), (50.6, 253.4)
(50.6, 559.4), (50.6, 253.4)
(50.4, 8417.6), (50.4, 6481.6)
(50.6, 4354.6), (100.2, 4354.6)
(50.6, 559.4), (100.2, 559.4)
(100.4, 8812.6), (100.4, 8417.6)
(100.4, 1577.4), (100.4, 6016.4)
(50.4, 8417.6), (100.4, 8417.6)
(50.6, 6016.4), (100.4, 6016.4)
(150.4, 9261.6), (150.4, 8812.6)
(150.6, 3371.4), (150.6, 1577.4)
(100.4, 8812.6), (150.4, 8812.6)
(100.4, 1577.4), (150.6, 1577.4)
(250.2, 4155.4), (250.2, 5732.6)
(200.6, 4155.4), (200.6, 1876.6)
(150.4, 9261.6), (200.6, 9261.6)
(150.6, 3371.4), (200.4, 3371.4)
(200.4, 226.4), (200.4, 3371.4)
(200.6, 9261.6), (200.6, 5732.6)
(200.6, 5732.6), (250.2, 5732.6)
(200.6, 4155.4), (250.2, 4155.4)
(250.4, 7926.6), (250.4, 1876.6)
(250.6, 4213.4), (250.6, 226.4)
(200.6, 1876.6), (250.4, 1876.6)
(200.4, 226.4), (250.6, 226.4)
(300.6, 7926.6), (300.6, 1030.6)
(300.4, 4213.4), (300.4, 538.4)
(250.4, 7926.6), (300.6, 7926.6)
(250.6, 4213.4), (300.4, 4213.4)
(400.2, 2445.4), (400.2, 4378.6)
(350.6, 2445.4), (350.6, 1049.6)
(300.6, 1030.6), (350.4, 1030.6)
(300.4, 538.4), (350.4, 538.4)
(350.4, 177.4), (350.4, 538.4)
(350.4, 4378.6), (350.4, 1030.6)
(350.4, 4378.6), (400.2, 4378.6)
(350.6, 2445.4), (400.2, 2445.4)
(400.4, 9228.6), (400.4, 1049.6)
(400.6, 8818.4), (400.6, 177.4)
(350.6, 1049.6), (400.4, 1049.6)
(350.4, 177.4), (400.6, 177.4)
(500.2, 8120.4), (500.2, 8722.6)
(450.6, 8120.4), (450.6, 7727.6)
(400.4, 9228.6), (450.6, 9228.6)
(400.6, 8818.4), (450.4, 8818.4)
(450.4, 1686.4), (450.4, 8818.4)
(450.6, 9228.6), (450.6, 8722.6)
(450.6, 8722.6), (500.2, 8722.6)
(450.6, 8120.4), (500.2, 8120.4)
(550.2, 1559.4), (550.2, 2008.6)
(500.6, 6772.4), (500.6, 2008.6)
(450.6, 7727.6), (500.4, 7727.6)
(450.4, 1686.4), (500.4, 1686.4)
(500.4, 1559.4), (500.4, 1686.4)
(500.4, 8438.6), (500.4, 7727.6)
(500.6, 2008.6), (550.2, 2008.6)
(500.4, 1559.4), (550.2, 1559.4)
(600.2, 5448.4), (600.2, 7786.6)
(550.6, 5448.4), (550.6, 4698.6)
(500.4, 8438.6), (550.6, 8438.6)
(500.6, 6772.4), (550.4, 6772.4)
(550.4, 310.4), (550.4, 6772.4)
(550.6, 8438.6), (550.6, 7786.6)
(550.6, 7786.6), (600.2, 7786.6)
(550.6, 5448.4), (600.2, 5448.4)
(600.4, 7703.6), (600.4, 4698.6)
(600.6, 7072.4), (600.6, 310.4)
(550.6, 4698.6), (600.4, 4698.6)
(550.4, 310.4), (600.6, 310.4)
(700.2, 7245.4), (700.2, 7936.6)
(650.6, 7245.4), (650.6, 4555.6)
(600.4, 7703.6), (650.4, 7703.6)
(600.6, 7072.4), (650.4, 7072.4)
(650.4, 3613.4), (650.4, 7072.4)
(650.4, 7936.6), (650.4, 7703.6)
(650.4, 7936.6), (700.2, 7936.6)
(650.6, 7245.4), (700.2, 7245.4)
(700.6, 4555.6), (700.6, 2043.6)
(700.4, 3613.4), (700.4, 307.4)
(650.6, 4555.6), (700.6, 4555.6)
(650.4, 3613.4), (700.4, 3613.4)
(750.4, 8923.6), (750.4, 2043.6)
(750.6, 4333.4), (750.6, 307.4)
(700.6, 2043.6), (750.4, 2043.6)
(700.4, 307.4), (750.6, 307.4)
(850.2, 7513.4), (850.2, 8501.6)
(800.6, 7513.4), (800.6, 895.6)
(750.4, 8923.6), (800.6, 8923.6)
(750.6, 4333.4), (800.4, 4333.4)
(800.4, -0.6), (800.4, 4333.4)
(800.6, 8923.6), (800.6, 8501.6)
(800.6, 8501.6), (850.2, 8501.6)
(800.6, 7513.4), (850.2, 7513.4)
(900.2, -0.6), (900.2, 502.6)
(850.6, 1430.4), (850.6, 502.6)
(800.6, 895.6), (850.4, 895.6)
(800.4, -0.6), (850.4, -0.6)
(850.4, -0.6), (850.4, -0.6)
(850.4, 2783.6), (850.4, 895.6)
(850.6, 502.6), (900.2, 502.6)
(850.4, -0.6), (900.2, -0.6)
(900.4, 6172.6), (900.4, 2783.6)
(900.6, 3207.4), (900.6, 1430.4)
(850.4, 2783.6), (900.4, 2783.6)
(850.6, 1430.4), (900.6, 1430.4)
(1000.2, 5054.4), (1000.2, 6040.6)
(950.6, 6915.4), (950.6, 6040.6)
(900.4, 6172.6), (950.4, 6172.6)
(900.6, 3207.4), (950.6, 3207.4)
(950.6, 5054.4), (950.6, 3207.4)
(950.4, 9946.6), (950.4, 6172.6)
(950.6, 6040.6), (1000.2, 6040.6)
(950.6, 5054.4), (1000.2, 5054.4)
(1050.2, 6415.4), (1050.2, 7275.6)
(1000.6, 6415.4), (1000.6, 649.6)
(950.4, 9946.6), (1000.6, 9946.6)
(950.6, 6915.4), (1000.4, 6915.4)
(1000.4, 174.4), (1000.4, 6915.4)
(1000.6, 9946.6), (1000.6, 7275.6)
(1000.6, 7275.6), (1050.2, 7275.6)
(1000.6, 6415.4), (1050.2, 6415.4)
(1050.4, 9263.6), (1050.4, 649.6)
(1050.6, 8270.4), (1050.6, 174.4)
(1000.6, 649.6), (1050.4, 649.6)
(1000.4, 174.4), (1050.6, 174.4)
(1100.4, 9967.6), (1100.4, 9263.6)
(1100.4, 5145.4), (1100.4, 8270.4)
(1050.4, 9263.6), (1100.4, 9263.6)
(1050.6, 8270.4), (1100.4, 8270.4)
(1200.2, 1754.4), (1200.2, 2653.6)
(1150.6, 8832.4), (1150.6, 2653.6)
(1100.4, 9967.6), (1150.6, 9967.6)
(1100.4, 5145.4), (1150.4, 5145.4)
(1150.4, 1754.4), (1150.4, 5145.4)
(1150.6, 9967.6), (1150.6, 9548.6)
(1150.6, 2653.6), (1200.2, 2653.6)
(1150.4, 1754.4), (1200.2, 1754.4)
(1200.6, 9548.6), (1200.6, 4291.6)
(1200.4, 8832.4), (1200.4, 1770.4)
(1150.6, 9548.6), (1200.6, 9548.6)
(1150.6, 8832.4), (1200.4, 8832.4)
